1e-05 1.12202e-05 269.684
1.12202e-05 1.25893e-05 177.018
1.25893e-05 1.41254e-05 133.828
1.41254e-05 1.58489e-05 109.163
1.58489e-05 1.77828e-05 92.1993
1.77828e-05 1.99526e-05 80.6948
1.99526e-05 2.23872e-05 14.0178
2.23872e-05 2.51189e-05 1.69199
2.51189e-05 2.81838e-05 0.682473
2.81838e-05 3.16228e-05 0.359201
3.16228e-05 3.54813e-05 0.241743
3.54813e-05 3.98107e-05 0.165186
3.98107e-05 4.46684e-05 0.131961
4.46684e-05 5.01187e-05 0.10868
5.01187e-05 5.62341e-05 0.0926701
5.62341e-05 6.30957e-05 0.0819532
6.30957e-05 7.07946e-05 0.0710477
7.07946e-05 7.94328e-05 0.0596115
7.94328e-05 8.91251e-05 0.0535923
8.91251e-05 0.0001 0.0493493
0.0001 0.000112202 0.0451984
0.000112202 0.000125893 0.040686
0.000125893 0.000141254 0.0396714
0.000141254 0.000158489 0.0362171
0.000158489 0.000177828 0.0322699
0.000177828 0.000199526 0.030929
0.000199526 0.000223872 0.0262833
0.000223872 0.000251189 0.0353094
0.000251189 0.000281838 0.0285748
0.000281838 0.000316228 0.0231077
0.000316228 0.000354813 0.018621
0.000354813 0.000398107 0.0237965
0.000398107 0.000446684 0.0245922
0.000446684 0.000501187 0.0180608
0.000501187 0.000562341 0.0240441
0.000562341 0.000630957 0.0193988
0.000630957 0.000707946 0.0195386
0.000707946 0.000794328 0.016584
0.000794328 0.000891251 0.0245977
0.000891251 0.001 0.020163
0.001 0.00112202 0.018933
0.00112202 0.00125893 0.0190828
0.00125893 0.00141254 0.0187854
0.00141254 0.00158489 0.0206242
0.00158489 0.00177828 0.0188178
0.00177828 0.00199526 0.01769
0.00199526 0.00223872 0.0227298
0.00223872 0.00251189 0.019756
0.00251189 0.00281838 0.0233757
0.00281838 0.00316228 0.028489
0.00316228 0.00354813 0.0177584
0.00354813 0.00398107 0.0182174
0.00398107 0.00446684 0.015969
0.00446684 0.00501187 0.0207843
0.00501187 0.00562341 0.0201037
0.00562341 0.00630957 0.0270681
0.00630957 0.00707946 0.0161978
0.00707946 0.00794328 0.0215819
0.00794328 0.00891251 0.0203918
0.00891251 0.01 0.01287
0.01 0.0112202 0.0192539
0.0112202 0.0125893 0.0162024
0.0125893 0.0141254 0.0242392
0.0141254 0.0158489 0.0158648
0.0158489 0.0177828 0.00508588
0.0177828 0.0199526 0.0228258
0.0199526 0.0223872 0.025611
0.0223872 0.0251189 0.025144
0.0251189 0.0281838 0.0201515
0.0281838 0.0316228 0.0135662
0.0316228 0.0354813 0.0253692
0.0354813 0.0398107 0.00569294
0.0398107 0.0446684 0.0191627
0.0446684 0.0501187 0.021501
0.0501187 0.0562341 0.016083
0.0562341 0.0630957 0.0270681
0.0630957 0.0707946 0
0.0707946 0.0794328 0
0.0794328 0.0891251 0.0127449
0.0891251 0.1 0
0.1 0.112202 0.0320898
0.112202 0.125893 0.0180027
0.125893 0.141254 0.0201993
0.141254 0.158489 0.022664
0.158489 0.177828 0.0254294
0.177828 0.199526 0.0285323
0.199526 0.223872 0
0.223872 0.251189 0.10776
0.251189 0.281838 0.0806058
0.281838 0.316228 0
0.316228 0.354813 0.101477
0.354813 0.398107 0.170788
0.398107 0.446684 0.255503
0.446684 0.501187 0.21501
0.501187 0.562341 0
0.562341 0.630957 0
0.630957 0.707946 0
0.707946 0.794328 0
0.794328 0.891251 0
0.891251 1 0
