# histogram of simple kernel
# columns are X, Y, Z
1.06101e-05 1.06101e-05 269.684
1.06101e-05 1.19047e-05 218.449
1.06101e-05 1.33573e-05 189.913
1.06101e-05 1.49872e-05 171.473
1.06101e-05 1.68159e-05 157.588
1.06101e-05 1.88677e-05 147.368
1.06101e-05 2.11699e-05 60.8672
1.06101e-05 2.3753e-05 20.5518
1.06101e-05 2.66513e-05 12.9462
1.06101e-05 2.99033e-05 9.41766
1.06101e-05 3.35521e-05 7.67068
1.06101e-05 3.7646e-05 6.31766
1.06101e-05 4.22395e-05 5.69509
1.06101e-05 4.73935e-05 5.16571
1.06101e-05 5.31764e-05 4.72913
1.06101e-05 5.96649e-05 4.35095
1.06101e-05 6.69452e-05 4.12188
1.06101e-05 7.51137e-05 3.76986
1.06101e-05 8.4279e-05 3.5183
1.06101e-05 9.45625e-05 3.39466
1.06101e-05 0.000106101 3.23495
1.06101e-05 0.000119047 3.10939
1.06101e-05 0.000133573 3.06878
1.06101e-05 0.000149872 2.85534
1.06101e-05 0.000168159 2.72727
1.06101e-05 0.000188677 2.67776
1.06101e-05 0.000211699 2.51299
1.06101e-05 0.00023753 2.7821
1.06101e-05 0.000266513 2.63055
1.06101e-05 0.000299033 2.30163
1.06101e-05 0.000335521 2.24461
1.06101e-05 0.00037646 2.41828
1.06101e-05 0.000422395 2.42038
1.06101e-05 0.000473935 2.2168
1.06101e-05 0.000531764 2.33287
1.06101e-05 0.000596649 2.02629
1.06101e-05 0.000669452 2.11577
1.06101e-05 0.000751137 2.10549
1.06101e-05 0.00084279 2.26688
1.06101e-05 0.000945625 2.10399
1.06101e-05 0.00106101 2.15703
1.06101e-05 0.00119047 2.13756
1.06101e-05 0.00133573 2.07643
1.06101e-05 0.00149872 2.19472
1.06101e-05 0.00168159 1.96564
1.06101e-05 0.00188677 2.02002
1.06101e-05 0.00211699 2.11116
1.06101e-05 0.0023753 2.14312
1.06101e-05 0.00266513 2.34593
1.06101e-05 0.00299033 2.37475
1.06101e-05 0.00335521 2.07323
1.06101e-05 0.0037646 2.20018
1.06101e-05 0.00422395 2.07604
1.06101e-05 0.00473935 2.0075
1.06101e-05 0.00531764 2.11964
1.06101e-05 0.00596649 2.35988
1.06101e-05 0.00669452 1.85262
1.06101e-05 0.00751137 2.22599
1.06101e-05 0.0084279 2.14325
1.06101e-05 0.00945625 1.72222
1.06101e-05 0.0106101 1.86474
1.06101e-05 0.0119047 1.78124
1.06101e-05 0.0133573 2.40145
1.06101e-05 0.0149872 1.92552
1.06101e-05 0.0168159 1.70373
1.06101e-05 0.0188677 2.38325
1.06101e-05 0.0211699 2.37052
1.06101e-05 0.023753 2.00511
1.06101e-05 0.0266513 2.42853
1.06101e-05 0.0299033 1.90986
1.06101e-05 0.0335521 1.90447
1.06101e-05 0.037646 2.02649
1.06101e-05 0.0422395 2.22305
1.06101e-05 0.0473935 1.76734
1.06101e-05 0.0531764 1.34853
1.06101e-05 0.0596649 2.77764
1.06101e-05 0.0669452 2.5391
1.06101e-05 0.0751137 2.13301
1.06101e-05 0.084279 2.3442
1.06101e-05 0.0945625 2.65457
1.06101e-05 0.106101 2.17577
1.06101e-05 0.119047 2.57764
1.06101e-05 0.133573 2.70184
1.06101e-05 0.149872 2.90922
1.06101e-05 0.168159 3.62578
1.06101e-05 0.188677 1.74743
1.06101e-05 0.211699 3.05171
1.06101e-05 0.23753 3.63981
1.06101e-05 0.266513 3.62636
1.06101e-05 0.299033 2.6652
1.06101e-05 0.335521 4.31608
1.06101e-05 0.37646 3.21844
1.06101e-05 0.422395 4.27047
1.06101e-05 0.473935 5.19596
1.06101e-05 0.531764 4.94744
1.06101e-05 0.596649 7.59808
1.06101e-05 0.669452 9.08468
1.06101e-05 0.751137 13.0338
1.06101e-05 0.84279 21.3491
1.06101e-05 0.945625 36.7619
1.19047e-05 1.06101e-05 218.449
1.19047e-05 1.19047e-05 177.018
1.19047e-05 1.33573e-05 153.934
1.19047e-05 1.49872e-05 138.984
1.19047e-05 1.68159e-05 127.745
1.19047e-05 1.88677e-05 119.509
1.19047e-05 2.11699e-05 49.4487
1.19047e-05 2.3753e-05 16.7513
1.19047e-05 2.66513e-05 10.5574
1.19047e-05 2.99033e-05 7.67671
1.19047e-05 3.35521e-05 6.25028
1.19047e-05 3.7646e-05 5.15514
1.19047e-05 4.22395e-05 4.64212
1.19047e-05 4.73935e-05 4.21659
1.19047e-05 5.31764e-05 3.85462
1.19047e-05 5.96649e-05 3.54699
1.19047e-05 6.69452e-05 3.36296
1.19047e-05 7.51137e-05 3.07025
1.19047e-05 8.4279e-05 2.87329
1.19047e-05 9.45625e-05 2.76507
1.19047e-05 0.000106101 2.63851
1.19047e-05 0.000119047 2.53677
1.19047e-05 0.000133573 2.49976
1.19047e-05 0.000149872 2.33078
1.19047e-05 0.000168159 2.23144
1.19047e-05 0.000188677 2.18718
1.19047e-05 0.000211699 2.0474
1.19047e-05 0.00023753 2.27476
1.19047e-05 0.000266513 2.14568
1.19047e-05 0.000299033 1.88669
1.19047e-05 0.000335521 1.8326
1.19047e-05 0.00037646 1.97425
1.19047e-05 0.000422395 1.97173
1.19047e-05 0.000473935 1.79414
1.19047e-05 0.000531764 1.89539
1.19047e-05 0.000596649 1.64641
1.19047e-05 0.000669452 1.7286
1.19047e-05 0.000751137 1.71654
1.19047e-05 0.00084279 1.84876
1.19047e-05 0.000945625 1.70852
1.19047e-05 0.00106101 1.75451
1.19047e-05 0.00119047 1.75349
1.19047e-05 0.00133573 1.6881
1.19047e-05 0.00149872 1.78446
1.19047e-05 0.00168159 1.61266
1.19047e-05 0.00188677 1.64332
1.19047e-05 0.00211699 1.71664
1.19047e-05 0.0023753 1.74428
1.19047e-05 0.00266513 1.91073
1.19047e-05 0.00299033 1.93476
1.19047e-05 0.00335521 1.69198
1.19047e-05 0.0037646 1.8067
1.19047e-05 0.00422395 1.69574
1.19047e-05 0.00473935 1.64736
1.19047e-05 0.00531764 1.73839
